g23,HiC_scaffold_1,54051,55521,0.2588385189393678,55.73959937145948,31.43994565570123,3.1341337016669155,1.8122977877423243,2.818898676998254,A
g24,HiC_scaffold_1,55701,56793,1.3761960206067447,0.072594193018702,0.1317118595958608,1.185559846571657,0.3205724506454275,2.818614114012658,A
g25,HiC_scaffold_1,56858,59304,3.616154444962124,11.023692674569029,13.838784766187556,46.57446889133352,29.3681898619568,100.20774684075022,A
g26,HiC_scaffold_1,59438,62359,25.74248731225425,14.918739735148405,13.057081291173432,35.54076284156811,30.13893780124225,39.73368252185392,A
g27,HiC_scaffold_1,62544,63977,54.32000683345622,34.016708064212715,49.13116459696268,56.46945599962608,41.36857358330066,76.10895416142591,A
g28,HiC_scaffold_1,64263,65791,20.26034748425952,16.723982487148415,12.975963669407324,24.711221590795034,19.248490345015927,20.80036386964114,A
g29,HiC_scaffold_1,66095,74779,15.65435114057842,52.807001388712,75.6815640132489,26.619884800644527,37.845107853286976,37.68216642315575,A
g30,HiC_scaffold_1,75049,76995,6.04173632281605,1.80851716280318,7.185502931617279,7.363313948917961,6.286626147158087,10.184725788960556,A
g31,HiC_scaffold_1,77130,79292,20.62761042691524,29.8367346531646,46.102349617843096,42.93435163929918,38.977825140487546,39.77565556937402,A
g32,HiC_scaffold_1,81414,82590,52.34284772679234,11.622216891843191,15.505374582587663,24.497149135490467,23.704195014705085,47.78145163833254,A
g33,HiC_scaffold_1,82804,83770,26.178002625143908,8.477872681679106,5.496385483911641,10.478512097753622,9.333729221854565,11.31409186694129,A
g34,HiC_scaffold_1,84604,86728,0.036648185546603,0.0,0.0,0.0117347457457594,0.0124465284042929,0.0,A
g36,HiC_scaffold_1,90014,90896,0.0,0.3610777417548287,0.2808277994076052,0.0,0.0,0.0,A
g37,HiC_scaffold_1,91244,91478,30.321267091867348,29.76203519884668,18.69837541439855,0.0,0.0,0.0,A
g39,HiC_scaffold_1,94821,95427,0.0,0.3992672866261935,0.1780066221270792,0.0,0.0,0.0,A
g41,HiC_scaffold_1,99227,99833,0.0642250380371162,0.1984957446975286,0.5274006508528842,0.0,0.0,0.0,A
g42,HiC_scaffold_1,100181,100679,4.7090692557247245,4.265413696085068,3.005160543075343,0.0,0.0,0.0,A
g44,HiC_scaffold_1,103485,104367,0.0441274070867261,0.2711992170650071,0.2400598428660292,0.0,0.0,0.0,A
g45,HiC_scaffold_1,104715,104949,33.56589540019611,27.1402579621785,20.08134994015509,0.0,0.0,0.0,A
